country,variable,value,>=65,Total,proportion_over_65,deaths_per_million
Ukraine,Ukraine.JHU_ConfirmedDeaths.data,272.0,7333571.0,44622516.0,0.16434687367247514,6.09557739863884
UnitedArabEmirates,UnitedArabEmirates.JHU_ConfirmedDeaths.data,111.0,104496.0,9630959.0,0.010850009848448115,11.52533200483981
Uganda,Uganda.JHU_ConfirmedDeaths.data,0.0,829251.0,42723139.0,0.019409879971600402,0.0
Tuvalu,Tuvalu.JHU_ConfirmedDeaths.data,0.0,,11508.0,,0.0
Tunisia,Tunisia.JHU_ConfirmedDeaths.data,41.0,961725.0,11565204.0,0.08315676921911624,3.545116886827072
Turkmenistan,Turkmenistan.JHU_ConfirmedDeaths.data,0.0,258998.0,5850908.0,0.04426629165934587,0.0
Tonga,Tonga.JHU_ConfirmedDeaths.data,0.0,6144.0,103197.0,0.05953661443646618,0.0
TrinidadandTobago,TrinidadandTobago.JHU_ConfirmedDeaths.data,8.0,149201.0,1389858.0,0.10734981559267205,5.755983704810132
Venezuela,Venezuela.JHU_ConfirmedDeaths.data,10.0,2097993.0,28870195.0,0.07266985900164512,0.3463779860163743
Vanuatu,Vanuatu.JHU_ConfirmedDeaths.data,0.0,10654.0,292680.0,0.036401530681973486,0.0
Vietnam,Vietnam.JHU_ConfirmedDeaths.data,0.0,6950543.0,95540395.0,0.07274978295829737,0.0
Uruguay,Uruguay.JHU_ConfirmedDeaths.data,17.0,510997.0,3449299.0,0.1481451738454683,4.9285376535928025
Uzbekistan,Uzbekistan.JHU_ConfirmedDeaths.data,9.0,1456345.0,32955400.0,0.04419139200252462,0.27309636660456255
Uppermiddleincome,Uppermiddleincome.JHU_ConfirmedDeaths.data,0.0,266365072.0,2655635719.0,0.10030181101054847,0.0
World,World.JHU_ConfirmedDeaths.data,0.0,673618927.0,7594270356.0,0.08870094102823116,0.0
WestBankandGaza,WestBankandGaza.JHU_ConfirmedDeaths.data,2.0,143163.0,4569087.0,0.03133295557733963,0.4377242105479716
UnitedStates,UnitedStates.JHU_ConfirmedDeaths.data,65026.0,51641630.0,326687501.0,0.15807654055304673,199.0464887727676
Yemen,Yemen.JHU_ConfirmedDeaths.data,2.0,819699.0,28498687.0,0.02876269352338934,0.07017867174021035
Zimbabwe,Zimbabwe.JHU_ConfirmedDeaths.data,4.0,424438.0,14439018.0,0.029395212333691946,0.27702714963025876
Zambia,Zambia.JHU_ConfirmedDeaths.data,3.0,364332.0,17351822.0,0.020996757573930852,0.17289250661976593
